user_id,last_updated,vector_kv
12091,2025-09-03 04:03:19.826506,"['sculpture:0.83', 'mixed_media:0.11', 'watercolor:0.31', 'minimalist:0.33']"
12092,2025-09-23 22:25:27.256580,"['contemporary:0.4', 'sculpture:0.67', 'classical:0.27', 'large_canvas:0.25', 'mixed_media:0.31', 'colorful:0.72', 'oil_painting:0.29']"
12097,2025-10-09 07:55:23.330140,"['small_art:0.93', 'classical:0.72', 'landscape:0.21', 'abstract_art:0.28', 'sculpture:0.61', 'minimalist:0.83']"
12098,2025-07-19 23:05:24.938563,"['realism:0.87', 'small_art:0.4', 'large_canvas:0.24', 'sculpture:0.58', 'abstract_art:0.26', 'watercolor:0.51']"
12100,2025-09-27 07:45:10.638249,"['contemporary:0.18', 'watercolor:0.62', 'abstract_art:0.52', 'large_canvas:0.53', 'oil_painting:0.83', 'mixed_media:0.74', 'classical:0.82']"
12101,2025-07-10 23:16:05.141780,"['minimalist:0.81', 'classical:0.25', 'abstract_art:0.6', 'contemporary:0.3']"
12103,2025-07-19 10:39:19.007348,"['classical:0.45', 'watercolor:0.19', 'oil_painting:0.86', 'portrait:0.7', 'abstract_art:0.35']"
12104,2025-10-01 10:41:23.792978,"['mixed_media:0.81', 'landscape:0.87', 'contemporary:0.26']"
12107,2025-10-08 22:06:42.842907,"['large_canvas:0.37', 'landscape:0.4', 'mixed_media:0.82', 'small_art:0.19', 'classical:0.45', 'watercolor:0.72']"
12109,2025-09-03 22:25:10.594934,"['colorful:0.24', 'large_canvas:0.23', 'contemporary:0.3', 'small_art:0.66', 'mixed_media:0.56']"
12112,2025-08-06 06:41:16.637517,"['sculpture:0.34', 'classical:0.64', 'mixed_media:0.79', 'digital_art:0.62', 'landscape:0.31', 'colorful:0.93', 'realism:0.5', 'abstract_art:0.98']"
12115,2025-09-07 18:57:27.375947,"['digital_art:0.51', 'oil_painting:0.78', 'portrait:0.72', 'small_art:0.48', 'colorful:0.27']"
12118,2025-08-23 04:13:50.790852,"['digital_art:0.46', 'realism:0.31', 'sculpture:0.71', 'mixed_media:0.97', 'contemporary:0.57']"
12119,2025-10-10 02:31:08.258850,"['digital_art:0.53', 'realism:0.88', 'contemporary:0.76']"
12121,2025-09-25 02:08:15.256730,"['oil_painting:0.36', 'classical:0.56', 'realism:0.78', 'small_art:0.91', 'abstract_art:0.9', 'landscape:0.75', 'portrait:0.68']"
12125,2025-10-09 06:22:42.956334,"['oil_painting:0.89', 'abstract_art:0.62', 'small_art:0.48', 'minimalist:0.54', 'realism:0.15', 'digital_art:0.11', 'sculpture:0.56', 'classical:0.13', 'portrait:0.9']"
12127,2025-09-23 08:58:48.455434,"['minimalist:0.3', 'large_canvas:0.87', 'digital_art:0.42', 'colorful:0.54', 'small_art:0.49', 'contemporary:0.33', 'classical:0.8', 'oil_painting:0.27']"
12130,2025-07-24 19:50:16.740368,"['sculpture:0.97', 'colorful:0.5', 'classical:0.65', 'digital_art:0.2', 'portrait:0.46', 'realism:0.62', 'watercolor:0.95', 'minimalist:0.19']"
12131,2025-07-10 15:31:37.313255,"['minimalist:0.55', 'contemporary:0.28', 'watercolor:0.56', 'landscape:0.66', 'colorful:0.83', 'digital_art:0.6']"
12133,2025-10-09 15:08:04.117381,"['large_canvas:0.69', 'small_art:0.4', 'abstract_art:0.94', 'sculpture:0.6', 'oil_painting:0.5', 'watercolor:0.11', 'mixed_media:0.17']"
12134,2025-07-22 19:21:16.142383,"['large_canvas:0.33', 'sculpture:0.3', 'minimalist:0.83']"
12137,2025-10-09 20:38:16.296771,"['landscape:0.49', 'digital_art:0.9', 'realism:0.91', 'abstract_art:0.32', 'watercolor:0.34', 'classical:0.35']"
12139,2025-07-15 13:02:23.998474,"['realism:0.96', 'large_canvas:0.4', 'classical:0.35', 'digital_art:0.33']"
12140,2025-08-10 02:55:15.805093,"['portrait:0.34', 'oil_painting:0.55', 'minimalist:0.97', 'landscape:0.3', 'colorful:0.17']"
12142,2025-08-28 13:26:43.140819,"['abstract_art:0.15', 'digital_art:0.51', 'classical:0.47', 'realism:0.24', 'watercolor:0.18', 'portrait:0.77', 'mixed_media:0.85']"
12143,2025-09-04 13:58:41.359036,"['mixed_media:0.61', 'realism:0.72', 'oil_painting:0.29', 'colorful:0.85']"
12145,2025-07-11 18:21:25.425716,"['large_canvas:0.55', 'classical:0.98', 'sculpture:0.22', 'abstract_art:0.21', 'minimalist:0.49', 'colorful:0.12', 'landscape:0.53']"
12146,2025-10-15 06:39:27.707108,"['landscape:0.78', 'abstract_art:0.98', 'digital_art:0.41', 'portrait:0.34']"
12148,2025-07-09 12:15:19.155396,"['colorful:0.77', 'oil_painting:0.29', 'abstract_art:0.74', 'mixed_media:0.23', 'realism:0.21', 'watercolor:0.12', 'portrait:0.48']"
12151,2025-08-16 15:58:08.747939,"['abstract_art:0.52', 'colorful:0.19', 'classical:0.3', 'contemporary:0.38']"
12152,2025-09-20 08:18:45.711836,"['sculpture:0.26', 'landscape:0.87', 'abstract_art:0.76', 'colorful:0.75', 'minimalist:0.14']"
12154,2025-07-17 11:13:57.739651,"['oil_painting:0.39', 'large_canvas:0.9', 'small_art:0.25', 'classical:0.38', 'digital_art:0.21']"
12155,2025-07-31 04:08:11.334529,"['watercolor:0.49', 'portrait:0.75', 'mixed_media:0.35', 'abstract_art:0.76', 'sculpture:0.68']"
12157,2025-09-14 00:04:28.159426,"['classical:0.17', 'small_art:0.76', 'realism:0.36', 'colorful:0.72', 'sculpture:0.31']"
12158,2025-08-22 21:49:42.624335,"['realism:0.66', 'small_art:0.56', 'contemporary:0.68', 'abstract_art:0.97', 'watercolor:0.34', 'landscape:0.57', 'portrait:0.87', 'classical:0.55']"
12160,2025-10-03 21:38:05.230384,"['classical:0.19', 'abstract_art:0.44', 'oil_painting:0.15']"
12163,2025-09-13 17:14:17.400055,"['large_canvas:0.19', 'abstract_art:0.76', 'small_art:0.84', 'watercolor:0.17', 'contemporary:0.18']"
12164,2025-07-14 11:32:49.028980,"['landscape:0.51', 'classical:0.79', 'minimalist:0.59', 'small_art:0.97', 'oil_painting:0.98', 'colorful:0.45']"
12166,2025-08-19 17:07:24.608416,"['portrait:0.32', 'small_art:0.67', 'large_canvas:0.33', 'landscape:0.33']"
12167,2025-09-19 06:23:18.334080,"['contemporary:0.66', 'small_art:0.23', 'minimalist:0.36', 'abstract_art:0.42', 'colorful:0.6', 'large_canvas:0.44', 'realism:0.16']"
12169,2025-10-05 04:57:59.995153,"['colorful:0.51', 'realism:0.2', 'mixed_media:0.41', 'watercolor:0.78', 'abstract_art:0.53', 'portrait:0.19', 'minimalist:0.57']"
12170,2025-09-30 02:07:20.957653,"['watercolor:0.9', 'minimalist:0.17', 'sculpture:0.68', 'classical:0.41', 'mixed_media:0.86']"
12172,2025-08-16 10:37:37.588271,"['oil_painting:0.64', 'mixed_media:0.81', 'classical:0.88', 'large_canvas:0.31', 'landscape:0.29', 'sculpture:0.95']"
12173,2025-07-13 07:36:03.697037,"['abstract_art:0.38', 'landscape:0.91', 'contemporary:0.73', 'oil_painting:0.39', 'colorful:0.45', 'portrait:0.38']"
12175,2025-09-06 11:42:49.387328,"['colorful:0.56', 'classical:0.69', 'large_canvas:0.92', 'minimalist:0.31', 'contemporary:0.38', 'portrait:0.94', 'oil_painting:0.54']"
12176,2025-10-04 21:43:37.099287,"['oil_painting:0.46', 'digital_art:0.67', 'portrait:0.48', 'small_art:0.37', 'contemporary:0.91', 'large_canvas:0.69', 'minimalist:0.65', 'landscape:0.9']"
12178,2025-09-04 21:46:50.131594,"['abstract_art:0.67', 'colorful:0.5', 'portrait:0.54', 'landscape:0.4', 'mixed_media:0.76', 'small_art:0.32', 'sculpture:0.12', 'digital_art:0.89']"
12179,2025-10-01 04:42:09.797906,"['mixed_media:0.75', 'minimalist:0.2', 'sculpture:0.57', 'digital_art:0.42', 'realism:0.54']"
12182,2025-08-05 00:02:51.593233,"['sculpture:0.3', 'abstract_art:0.97', 'digital_art:0.62', 'realism:0.25', 'minimalist:0.44']"
12184,2025-08-19 20:05:29.575392,"['landscape:0.2', 'classical:0.27', 'oil_painting:0.46', 'sculpture:0.68']"
12187,2025-09-27 05:38:59.282245,"['colorful:0.67', 'contemporary:0.52', 'realism:0.29', 'watercolor:0.86', 'oil_painting:0.76', 'digital_art:0.13']"
12188,2025-08-24 20:23:29.980687,"['watercolor:0.62', 'digital_art:0.36', 'mixed_media:0.59']"
12191,2025-07-29 15:46:06.860364,"['realism:0.95', 'minimalist:0.64', 'oil_painting:0.37', 'landscape:0.39']"
12193,2025-08-15 20:07:20.877374,"['abstract_art:0.55', 'sculpture:0.67', 'large_canvas:0.24']"
12194,2025-09-26 12:02:33.896719,"['oil_painting:0.31', 'minimalist:0.71', 'portrait:0.76', 'colorful:0.64', 'large_canvas:0.48']"
12200,2025-10-06 21:35:09.423049,"['classical:0.62', 'abstract_art:0.38', 'oil_painting:0.96', 'sculpture:0.56', 'mixed_media:0.96']"
12203,2025-07-25 02:01:45.715173,"['portrait:0.15', 'mixed_media:0.33', 'realism:0.79', 'small_art:0.63', 'minimalist:0.69', 'abstract_art:0.12']"
12205,2025-09-06 22:47:11.974293,"['watercolor:0.23', 'small_art:0.89', 'landscape:0.13', 'colorful:0.12', 'abstract_art:0.33']"
12206,2025-08-28 03:58:18.264304,"['mixed_media:0.21', 'contemporary:0.44', 'landscape:0.88', 'classical:0.93']"
12208,2025-07-26 22:59:02.712506,"['colorful:0.74', 'mixed_media:0.22', 'abstract_art:0.62', 'portrait:0.52', 'watercolor:0.41', 'small_art:0.35', 'classical:0.61']"
12209,2025-09-30 00:30:11.430664,"['classical:0.24', 'digital_art:0.81', 'portrait:0.73']"
12211,2025-07-15 22:37:54.916468,"['realism:0.39', 'digital_art:0.67', 'small_art:0.65', 'watercolor:0.79', 'sculpture:0.8', 'minimalist:0.58']"
12212,2025-08-02 22:06:37.004117,"['landscape:0.7', 'small_art:0.89', 'large_canvas:0.76']"
12214,2025-08-26 23:13:27.756299,"['colorful:0.18', 'mixed_media:0.34', 'contemporary:0.21', 'landscape:0.39', 'large_canvas:0.84', 'minimalist:0.88', 'watercolor:0.32']"
12215,2025-08-28 06:29:05.593227,"['digital_art:0.24', 'realism:0.36', 'landscape:0.13', 'contemporary:0.9', 'abstract_art:0.66', 'large_canvas:0.22', 'classical:0.77', 'oil_painting:0.87', 'watercolor:0.67']"
12218,2025-08-04 23:24:49.981821,"['portrait:0.65', 'small_art:0.76', 'realism:0.17', 'mixed_media:0.74', 'large_canvas:0.24', 'oil_painting:0.63']"
12221,2025-09-23 23:09:20.344806,"['landscape:0.27', 'contemporary:0.67', 'minimalist:0.72', 'large_canvas:0.8', 'abstract_art:0.35', 'classical:0.62', 'watercolor:0.61']"
12223,2025-09-15 12:04:09.960003,"['contemporary:0.91', 'colorful:0.12', 'realism:0.83']"
12224,2025-07-12 21:53:38.967649,"['sculpture:0.87', 'landscape:0.67', 'small_art:0.88']"
12226,2025-10-01 10:16:50.919574,"['classical:0.24', 'contemporary:0.48', 'mixed_media:0.9', 'realism:0.19', 'large_canvas:0.45', 'small_art:0.71', 'portrait:0.25', 'colorful:0.13']"
12230,2025-07-28 05:26:00.788444,"['watercolor:0.18', 'classical:0.55', 'colorful:0.19', 'realism:0.47', 'large_canvas:0.71', 'mixed_media:0.69']"
12232,2025-10-13 07:20:27.425741,"['landscape:0.47', 'watercolor:0.89', 'oil_painting:0.23', 'mixed_media:0.31']"
12233,2025-07-11 07:38:41.706319,"['sculpture:0.55', 'colorful:0.17', 'large_canvas:0.14', 'minimalist:0.29']"
12235,2025-07-22 13:35:18.734989,"['contemporary:0.28', 'classical:0.15', 'watercolor:0.29', 'sculpture:0.1']"
12236,2025-10-02 03:11:47.990578,"['classical:0.75', 'contemporary:0.88', 'portrait:0.74', 'minimalist:0.53', 'sculpture:0.11', 'colorful:0.87']"
12238,2025-10-14 10:15:06.881826,"['realism:0.13', 'portrait:0.68', 'classical:0.18', 'colorful:0.59', 'digital_art:0.13', 'sculpture:0.18']"
12239,2025-08-10 07:38:17.294817,"['classical:0.78', 'large_canvas:0.39', 'contemporary:0.57']"
12241,2025-07-25 09:48:07.343340,"['large_canvas:0.83', 'small_art:0.79', 'minimalist:0.13', 'portrait:0.86', 'landscape:0.2']"
12242,2025-08-18 18:58:14.301878,"['realism:0.28', 'minimalist:0.38']"
12244,2025-08-16 01:48:16.229494,"['portrait:0.24', 'oil_painting:0.18', 'classical:0.78', 'contemporary:0.35', 'landscape:0.33', 'realism:0.92', 'large_canvas:0.73']"
12245,2025-08-02 07:11:22.996972,"['landscape:0.89', 'digital_art:0.96', 'contemporary:0.21', 'abstract_art:0.99', 'oil_painting:0.23', 'mixed_media:1']"
12247,2025-08-10 12:15:07.780135,"['watercolor:0.47', 'large_canvas:0.23', 'portrait:0.33']"
12250,2025-09-11 22:05:11.561399,"['large_canvas:0.84', 'mixed_media:0.91', 'landscape:0.99', 'minimalist:0.59']"
12251,2025-07-09 00:18:11.919054,"['digital_art:0.82', 'landscape:0.89', 'oil_painting:0.56', 'colorful:0.66']"
12253,2025-07-25 21:07:07.633341,"['large_canvas:0.58', 'sculpture:0.56', 'realism:0.51', 'small_art:0.95', 'colorful:0.63', 'watercolor:0.22']"
12254,2025-08-15 13:41:05.799590,"['mixed_media:0.26', 'large_canvas:0.39', 'oil_painting:0.4', 'small_art:0.88']"
12256,2025-07-28 10:09:51.608094,"['digital_art:0.81', 'colorful:0.29', 'portrait:0.65', 'small_art:0.23']"
12257,2025-08-27 01:30:55.839344,"['realism:0.31', 'large_canvas:0.18', 'colorful:0.64', 'mixed_media:0.64']"
12259,2025-08-24 10:03:26.404137,"['abstract_art:0.57', 'colorful:0.49', 'large_canvas:0.83', 'minimalist:0.71']"
12260,2025-07-13 23:20:06.982225,"['classical:0.28', 'colorful:0.37', 'minimalist:0.34', 'oil_painting:0.72', 'portrait:0.78', 'digital_art:0.85', 'contemporary:0.39']"
12262,2025-09-11 17:59:45.712325,"['abstract_art:0.91', 'small_art:0.8', 'realism:0.91', 'colorful:0.14', 'oil_painting:0.11', 'large_canvas:0.47', 'digital_art:0.2']"
12263,2025-09-06 17:19:35.868300,"['abstract_art:0.88', 'watercolor:0.44']"
12265,2025-09-03 00:45:28.333537,"['realism:0.31', 'small_art:0.49', 'portrait:0.46', 'digital_art:0.47']"
12266,2025-08-23 16:43:06.824976,"['watercolor:0.42', 'contemporary:0.65', 'minimalist:0.64', 'colorful:0.75', 'mixed_media:0.35', 'classical:0.79', 'landscape:0.72']"
12269,2025-08-03 12:40:58.529594,"['contemporary:0.93', 'sculpture:0.96', 'colorful:0.57', 'watercolor:0.43', 'portrait:0.22', 'oil_painting:0.33', 'mixed_media:0.18']"
12274,2025-08-29 15:29:33.113199,"['mixed_media:0.29', 'realism:0.94', 'small_art:0.39', 'minimalist:0.14', 'classical:0.84', 'watercolor:0.39', 'oil_painting:0.5']"
12275,2025-08-18 12:33:06.506395,"['classical:0.98', 'mixed_media:0.36', 'digital_art:0.48', 'realism:0.51', 'large_canvas:0.28', 'colorful:0.53', 'abstract_art:0.18']"
12277,2025-09-05 08:09:26.369312,"['watercolor:0.63', 'landscape:0.69', 'contemporary:0.13', 'abstract_art:0.5']"
12278,2025-10-16 02:18:59.607038,"['minimalist:0.66', 'digital_art:0.17', 'watercolor:0.81', 'realism:0.65', 'colorful:0.22', 'contemporary:0.44', 'mixed_media:0.75']"
12280,2025-07-18 18:51:31.860050,"['colorful:0.91', 'digital_art:0.83', 'sculpture:0.87', 'landscape:0.53', 'contemporary:0.19']"
12281,2025-07-11 13:04:18.685129,"['small_art:0.95', 'portrait:0.53', 'classical:0.27', 'contemporary:0.18', 'colorful:0.57']"
12283,2025-08-12 23:18:17.402614,"['contemporary:0.47', 'landscape:0.5', 'portrait:0.41', 'realism:0.94']"
12284,2025-08-08 03:56:27.123536,"['abstract_art:0.64', 'classical:0.35', 'landscape:0.31']"
12286,2025-07-19 15:03:25.140386,"['colorful:0.19', 'contemporary:0.71', 'small_art:0.3', 'watercolor:0.52']"
12287,2025-09-10 02:41:59.661274,"['colorful:0.5', 'minimalist:0.28', 'oil_painting:0.87', 'realism:0.69', 'watercolor:0.65', 'abstract_art:0.87', 'large_canvas:0.98']"
12289,2025-08-03 19:37:24.162193,"['oil_painting:0.56', 'classical:0.65', 'realism:0.41']"
12290,2025-07-15 01:12:08.363490,"['colorful:0.55', 'oil_painting:0.33', 'contemporary:0.2', 'portrait:0.1', 'realism:0.19']"
12292,2025-09-13 05:43:57.987023,"['minimalist:0.81', 'mixed_media:0.92', 'landscape:0.25', 'large_canvas:0.53', 'classical:0.95']"
12293,2025-07-25 17:50:51.895244,"['digital_art:0.24', 'oil_painting:0.56', 'mixed_media:0.92', 'colorful:0.91', 'sculpture:0.74', 'landscape:0.88']"
12295,2025-09-30 11:06:50.431841,"['portrait:0.89', 'realism:0.68', 'small_art:0.6', 'digital_art:0.86', 'contemporary:0.26']"
12296,2025-07-26 07:04:41.436257,"['oil_painting:0.92', 'minimalist:0.29', 'classical:0.58', 'watercolor:0.69', 'mixed_media:0.51', 'portrait:0.72']"
12299,2025-08-09 02:10:24.981966,"['abstract_art:0.16', 'mixed_media:0.34']"
12302,2025-08-21 23:46:16.893914,"['large_canvas:0.85', 'contemporary:0.69', 'mixed_media:0.5', 'watercolor:0.47', 'realism:0.32', 'sculpture:0.26', 'minimalist:0.85']"
12304,2025-08-26 15:23:05.049381,"['colorful:0.72', 'portrait:0.16', 'abstract_art:0.38', 'contemporary:0.27', 'mixed_media:0.45', 'small_art:0.4', 'classical:0.3', 'large_canvas:0.42']"
12307,2025-07-12 19:01:42.390664,"['landscape:0.71', 'oil_painting:0.81', 'sculpture:0.85', 'watercolor:0.14', 'large_canvas:0.7', 'colorful:0.29', 'classical:0.18', 'abstract_art:0.93']"
12313,2025-09-07 02:57:02.976534,"['watercolor:0.76', 'small_art:0.4', 'colorful:0.35', 'minimalist:0.72', 'realism:0.9', 'contemporary:0.98', 'digital_art:0.4', 'oil_painting:0.77', 'abstract_art:0.15']"
12314,2025-08-22 15:52:33.503089,"['mixed_media:0.42', 'sculpture:0.85', 'landscape:0.81']"
12316,2025-10-13 07:28:18.069640,"['oil_painting:0.55', 'landscape:0.54', 'small_art:0.1', 'portrait:0.15', 'digital_art:0.5']"
12317,2025-07-24 13:04:33.457797,"['landscape:0.71', 'small_art:0.35', 'large_canvas:0.66', 'abstract_art:0.51', 'oil_painting:0.53', 'colorful:0.69', 'realism:0.94']"
12319,2025-09-06 11:13:44.825525,"['small_art:0.91', 'landscape:0.87']"
12320,2025-09-16 03:14:38.318163,"['digital_art:0.76', 'mixed_media:0.78', 'abstract_art:0.81', 'oil_painting:0.86']"
12322,2025-10-09 05:13:20.933489,"['classical:0.32', 'portrait:0.34', 'oil_painting:0.33', 'mixed_media:0.68', 'watercolor:0.46', 'contemporary:0.36']"
12325,2025-09-26 17:09:48.816429,"['abstract_art:0.87', 'small_art:0.15', 'minimalist:0.77', 'colorful:0.34', 'large_canvas:0.63', 'digital_art:0.89']"
12328,2025-09-06 00:12:02.625265,"['classical:0.4', 'oil_painting:0.94', 'large_canvas:0.54', 'minimalist:0.47', 'mixed_media:0.26']"
12329,2025-09-04 22:29:03.208827,"['portrait:0.67', 'sculpture:0.12', 'landscape:0.11']"
12331,2025-07-30 08:50:32.564812,"['colorful:0.43', 'portrait:0.58', 'sculpture:0.63']"
12334,2025-10-11 09:29:56.447654,"['portrait:0.28', 'digital_art:0.35', 'sculpture:0.15']"
12335,2025-08-12 13:55:36.839334,"['watercolor:0.48', 'contemporary:0.25', 'minimalist:0.13', 'colorful:0.73', 'classical:0.76']"
12337,2025-07-20 17:40:34.846142,"['classical:0.7', 'colorful:0.17', 'small_art:0.17', 'contemporary:0.98', 'mixed_media:0.98', 'landscape:0.34', 'digital_art:0.13']"
12340,2025-08-22 05:40:23.637187,"['contemporary:0.83', 'digital_art:0.57', 'classical:0.31', 'small_art:0.78']"
12343,2025-08-18 22:09:56.668188,"['digital_art:0.66', 'portrait:0.43', 'contemporary:0.93', 'small_art:0.9', 'large_canvas:0.39']"
12344,2025-09-22 15:03:21.458908,"['sculpture:0.96', 'portrait:0.66', 'mixed_media:0.93', 'abstract_art:0.96', 'large_canvas:0.91', 'colorful:0.75', 'landscape:0.3', 'small_art:0.68', 'oil_painting:0.44']"
12347,2025-09-13 07:44:37.350716,"['colorful:0.89', 'mixed_media:0.29', 'small_art:0.97', 'portrait:0.45', 'landscape:0.34', 'classical:0.39', 'digital_art:0.86', 'watercolor:0.6']"
12349,2025-08-07 13:59:30.290262,"['large_canvas:0.95', 'mixed_media:0.63', 'contemporary:0.27', 'watercolor:0.7', 'classical:0.74', 'abstract_art:0.22']"
12350,2025-09-07 01:04:42.290200,"['portrait:0.76', 'watercolor:0.94', 'digital_art:0.8', 'colorful:0.7', 'minimalist:0.7', 'contemporary:0.74']"
12352,2025-10-02 19:45:13.115078,"['sculpture:0.93', 'watercolor:0.34', 'large_canvas:0.13', 'oil_painting:0.58', 'abstract_art:0.62']"
12353,2025-09-29 17:15:18.274561,"['watercolor:0.21', 'colorful:0.56', 'large_canvas:0.2']"
12355,2025-08-12 14:10:31.953338,"['minimalist:0.31', 'colorful:0.24', 'digital_art:0.28', 'portrait:0.52']"
12356,2025-09-25 05:28:03.896840,"['sculpture:0.16', 'portrait:0.45', 'landscape:0.89', 'realism:0.43', 'small_art:0.51', 'large_canvas:0.41']"
12358,2025-09-30 23:09:00.862955,"['minimalist:0.23', 'landscape:0.96', 'small_art:0.84', 'large_canvas:0.4', 'sculpture:0.93', 'watercolor:0.62', 'portrait:0.77']"
12359,2025-07-21 20:30:20.000910,"['landscape:0.42', 'classical:0.49', 'minimalist:0.75', 'digital_art:0.75', 'watercolor:0.61', 'realism:0.43', 'large_canvas:0.38', 'contemporary:0.59']"
12365,2025-07-20 04:42:12.761298,"['watercolor:0.95', 'digital_art:0.3', 'classical:0.14', 'sculpture:0.79', 'landscape:0.35', 'abstract_art:0.21', 'mixed_media:0.22']"
12368,2025-10-09 17:34:54.289832,"['abstract_art:0.61', 'large_canvas:0.12', 'mixed_media:0.11', 'landscape:0.58', 'sculpture:0.5', 'watercolor:0.75', 'digital_art:0.49', 'oil_painting:0.67']"
12370,2025-10-12 04:28:19.953885,"['digital_art:0.56', 'colorful:0.44', 'landscape:0.44', 'small_art:0.8', 'oil_painting:0.54', 'portrait:0.53']"
12371,2025-08-12 05:49:07.516165,"['colorful:0.9', 'classical:0.88', 'oil_painting:0.78']"
12373,2025-07-25 20:08:21.767239,"['colorful:0.97', 'large_canvas:0.44', 'classical:0.4', 'watercolor:0.56']"
12374,2025-08-02 05:13:45.649891,"['oil_painting:0.31', 'mixed_media:0.32', 'classical:0.17', 'contemporary:0.16']"
12376,2025-10-03 13:16:01.458242,"['digital_art:0.72', 'mixed_media:0.22', 'small_art:0.12', 'oil_painting:0.55', 'sculpture:0.34']"
12377,2025-09-26 06:55:59.438443,"['watercolor:0.84', 'colorful:0.4', 'large_canvas:0.24', 'portrait:0.87', 'contemporary:0.4', 'realism:0.43', 'classical:0.45', 'digital_art:0.92']"
12379,2025-09-23 16:15:50.916154,"['contemporary:0.65', 'sculpture:0.28', 'abstract_art:0.88', 'landscape:0.59', 'classical:0.75', 'realism:0.48']"
12380,2025-07-24 04:31:14.639901,"['classical:0.35', 'mixed_media:0.67', 'oil_painting:0.99']"
12382,2025-07-31 06:35:35.577791,"['oil_painting:0.12', 'realism:0.19', 'minimalist:0.35', 'mixed_media:0.61', 'contemporary:0.74', 'watercolor:0.98', 'small_art:0.95', 'classical:0.9']"
12383,2025-09-03 17:13:55.195080,"['classical:0.82', 'colorful:0.19', 'sculpture:0.13', 'digital_art:0.88']"
12385,2025-09-28 00:41:43.604283,"['minimalist:0.47', 'abstract_art:0.86', 'portrait:0.28']"
12389,2025-10-14 01:29:27.713231,"['portrait:0.23', 'digital_art:0.65', 'landscape:0.17', 'abstract_art:0.66', 'minimalist:0.75', 'realism:0.92', 'large_canvas:0.86']"
12391,2025-08-27 05:38:21.545481,"['digital_art:0.33', 'small_art:0.71', 'minimalist:0.76', 'mixed_media:0.52', 'colorful:0.24']"
12392,2025-09-07 09:58:08.434424,"['realism:0.29', 'contemporary:0.49', 'portrait:0.61', 'sculpture:0.81', 'minimalist:0.34']"
12394,2025-09-17 12:19:47.608215,"['colorful:0.95', 'classical:0.39', 'sculpture:0.47', 'landscape:0.45', 'realism:0.41', 'abstract_art:0.54']"
12395,2025-10-16 00:52:36.878496,"['small_art:0.84', 'landscape:0.56', 'watercolor:0.69', 'classical:0.16', 'large_canvas:0.13', 'sculpture:0.72', 'mixed_media:0.42', 'contemporary:0.93']"
12397,2025-09-06 00:07:49.231397,"['sculpture:0.4', 'classical:0.55', 'abstract_art:0.66', 'realism:0.79', 'landscape:0.65', 'minimalist:0.22', 'small_art:0.48', 'oil_painting:0.95', 'mixed_media:0.91']"
12398,2025-09-20 03:21:32.550563,"['small_art:0.73', 'minimalist:0.51', 'landscape:0.98', 'mixed_media:0.41', 'contemporary:0.24', 'watercolor:0.96']"
12401,2025-07-17 10:23:18.896168,"['abstract_art:0.28', 'classical:0.9', 'realism:0.76', 'colorful:0.15', 'landscape:0.5', 'small_art:0.65']"
12403,2025-08-24 23:03:04.905125,"['minimalist:0.48', 'abstract_art:0.35', 'landscape:0.35', 'watercolor:0.55']"
12404,2025-10-12 19:33:04.754563,"['portrait:0.65', 'small_art:0.44', 'contemporary:0.77', 'digital_art:0.96', 'minimalist:0.76']"
12406,2025-09-02 00:55:14.250540,"['contemporary:0.35', 'small_art:0.55', 'colorful:0.2', 'watercolor:0.84', 'large_canvas:0.71', 'mixed_media:0.14']"
12407,2025-09-01 07:24:14.190968,"['landscape:0.88', 'small_art:0.78', 'mixed_media:0.55']"
12410,2025-07-23 11:47:50.108338,"['contemporary:0.35', 'landscape:0.24', 'portrait:0.79', 'classical:0.74', 'small_art:0.68', 'large_canvas:0.49']"
12412,2025-07-10 00:26:50.129583,"['portrait:0.94', 'small_art:0.33', 'large_canvas:0.93', 'realism:0.97', 'landscape:0.59', 'sculpture:0.66', 'contemporary:0.49']"
12413,2025-09-24 11:48:49.923516,"['landscape:0.69', 'oil_painting:0.13', 'portrait:0.45', 'watercolor:0.25', 'small_art:0.25', 'realism:0.99']"
12415,2025-09-29 09:51:28.183771,"['mixed_media:0.58', 'classical:0.86', 'oil_painting:0.81', 'abstract_art:0.87', 'sculpture:0.76']"
12416,2025-07-09 02:20:25.663124,"['large_canvas:0.27', 'landscape:0.79', 'classical:0.39', 'oil_painting:0.22', 'colorful:0.57']"
12418,2025-08-29 10:49:52.839142,"['digital_art:0.43', 'landscape:0.23', 'small_art:0.65', 'watercolor:0.71', 'abstract_art:0.41', 'sculpture:0.27', 'classical:0.36']"
12422,2025-09-15 11:43:31.249594,"['realism:0.55', 'mixed_media:0.18', 'landscape:0.56', 'watercolor:0.19']"
12424,2025-07-20 06:06:31.590433,"['oil_painting:0.18', 'watercolor:0.89', 'abstract_art:0.35', 'landscape:0.41', 'sculpture:0.73', 'contemporary:0.25', 'realism:0.42']"
12425,2025-09-27 14:07:57.532184,"['sculpture:0.8', 'watercolor:0.34', 'abstract_art:0.87', 'contemporary:0.9']"
12427,2025-09-11 23:37:02.063872,"['large_canvas:0.83', 'portrait:0.98', 'sculpture:0.57', 'watercolor:0.58', 'digital_art:0.76', 'realism:0.39']"
12428,2025-07-14 02:30:49.568139,"['landscape:0.43', 'colorful:0.82', 'mixed_media:0.3', 'contemporary:0.69', 'sculpture:0.33', 'digital_art:0.5']"
